	Nome Interno do Anúncio	Canal	Tipo de Acomodação	Porte	Atendecência Reserva (dias)	Data de Criação	Chegada	Data de checkout	Número de Noites	Adults Count	Children Count	Infants Count	Total de Hóspedes	Total da Reserva	Total da reserva por hospede	Total da reserva por noite	Valor por Noite	Ganhos	Ganho por hospede	Ganho por Noite	Comissão Plataforma	Bairro	Status da Reserva	OTA's external code
0	Studio Praia Ipanema	Airbnb	Espaço Inteiro	Pequeno	5	2023-08-07	2023-08-12	2023-08-15	3	2	0	0	2	971.39	485.695	323.8	323.8	825.68	412.84	275.23	145.71	Ipanema	Confirmada	HMYM2TERN4
1	Charmoso Apartamento no Leblon!	Airbnb	Espaço Inteiro	Pequeno	3	2023-08-08	2023-08-11	2023-08-22	11	1	0	0	1	4902.52	4902.52	445.68	445.68	4167.14	4167.14	378.83	735.38	Leblon	Confirmada	HMK9A3HPXS
2	Apê Amplo Ipanema 300 m da Praia	Airbnb	Espaço Inteiro	Grande	31	2023-07-11	2023-08-11	2023-08-14	3	8	0	0	8	2052.22	256.5275	684.07	684.07	1744.39	218.05	581.46	307.83	Ipanema	Confirmada	HMRSW4ZSKM
3	Stúdio Praia Leblon	Airbnb	Espaço Inteiro	Pequeno	31	2023-07-11	2023-08-11	2023-08-13	2	2	0	0	2	820.88	410.44	410.44	410.44	697.75	348.88	348.88	123.13	Leblon	Confirmada	HMXPZ8WSSP
4	Apê Amplo em Ipanema 300 m da Praia	Airbnb	Espaço Inteiro	Grande	8	2023-08-02	2023-08-10	2023-08-17	7	4	0	0	4	3897.51	974.3775	556.79	556.79	3312.88	828.22	473.27	584.63	Ipanema	Confirmada	HMXP8HBHHK
5	Ipanema Studio 300 m da praia	Airbnb	Espaço Inteiro	Pequeno	4	2023-08-05	2023-08-09	2023-08-14	5	1	0	0	1	1254.13	1254.13	250.83	250.83	1066.01	1066.01	213.2	188.12	Ipanema	Confirmada	HMHZH85KDF
6	Super Apê com Jacuzzi Ipanema	Airbnb	Espaço Inteiro	Grande	28	2023-07-11	2023-08-08	2023-08-13	5	6	0	0	6	3135.34	522.5566666666667	627.07	627.07	2665.04	444.17	533.01	470.3	Ipanema	Confirmada	HMWF5JDB8C
7	Super Apê com Jacuzzi Ipanema	Airbnb	Espaço Inteiro	Grande	1	2023-08-05	2023-08-06	2023-08-07	1	3	0	0	3	718.28	239.42666666666665	718.28	718.28	610.54	203.51	610.54	107.74	Ipanema	Confirmada	HMR2X94R9Z
8	Charmoso Apartamento no Leblon!	Airbnb	Espaço Inteiro	Pequeno	1	2023-08-03	2023-08-04	2023-08-09	5	1	0	0	1	1915.42	1915.42	383.08	383.08	1628.11	1628.11	325.62	287.31	Leblon	Confirmada	HMWX2FTRC8
9	Apê Amplo Ipanema 300 m da Praia	Airbnb	Espaço Inteiro	Grande	23	2023-07-12	2023-08-04	2023-08-07	3	8	0	0	8	2052.22	256.5275	684.07	684.07	1744.39	218.05	581.46	307.83	Ipanema	Confirmada	HM8Y4KYWQB
10	Apartamento Leblon Vista Mar!	Airbnb	Espaço Inteiro	Pequeno	8	2023-07-27	2023-08-04	2023-08-06	2	2	0	0	2	969.11	484.555	484.56	484.56	823.74	411.87	411.87	145.37	Leblon	Confirmada	HMYP4PM4TR
11	Stúdio Praia Leblon	Airbnb	Espaço Inteiro	Pequeno	16	2023-07-19	2023-08-04	2023-08-06	2	2	0	0	2	820.88	410.44	410.44	410.44	697.75	348.88	348.88	123.13	Leblon	Confirmada	HMJ38HPAQN
12	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	2	2023-07-31	2023-08-02	2023-08-05	3	1	0	0	1	703.44	703.44	234.48	234.48	597.92	597.92	199.31	105.52	Ipanema	Confirmada	HM94H9YF3J
13	Apê Ipanema à 600m da praia	Airbnb	Espaço Inteiro	Pequeno	1	2023-07-31	2023-08-01	2023-08-08	7	1	0	0	1	1744.39	1744.39	249.2	249.2	1482.73	1482.73	211.82	261.66	Ipanema	Confirmada	HMN3NZWH5P
14	Super Apê com Jacuzzi Ipanema	Airbnb	Espaço Inteiro	Grande	1	2023-07-31	2023-08-01	2023-08-05	4	6	0	0	6	2519.67	419.945	629.92	629.92	2141.72	356.95	535.43	377.95	Ipanema	Confirmada	HMA3YDJSD5
15	Charmoso Apartamento no Leblon!	Airbnb	Espaço Inteiro	Pequeno	2	2023-07-30	2023-08-01	2023-08-03	2	1	0	0	1	706.87	706.87	353.44	353.44	600.84	600.84	300.42	106.03	Leblon	Confirmada	HMDSJRM2ES
16	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	6	2023-07-22	2023-07-28	2023-07-31	3	1	0	0	1	855.09	855.09	285.03	285.03	726.83	726.83	242.28	128.26	Ipanema	Confirmada	HMQ3B48W2E
17	Apartamento Leblon Vista Mar!	Airbnb	Espaço Inteiro	Pequeno	22	2023-07-06	2023-07-28	2023-07-31	3	2	0	0	2	1413.75	706.875	471.25	471.25	1201.69	600.84	400.56	212.06	Leblon	Confirmada	HMK9WPBAYE
18	Stúdio Praia Leblon	Airbnb	Espaço Inteiro	Pequeno	20	2023-07-08	2023-07-28	2023-07-30	2	2	0	0	2	820.88	410.44	410.44	410.44	697.75	348.88	348.88	123.13	Leblon	Confirmada	HMBQC8PN2R
19	Apê Amplo Ipanema 300 m da Praia	Airbnb	Espaço Inteiro	Grande	7	2023-07-20	2023-07-27	2023-08-01	5	6	0	0	6	3078.33	513.055	615.67	615.67	2616.58	436.1	523.32	461.75	Ipanema	Confirmada	HMSC2MZ2TQ
20	Super Apê com Jacuzzi Ipanema	Airbnb	Espaço Inteiro	Grande	33	2023-06-24	2023-07-27	2023-07-31	4	5	0	0	5	2006.61	401.322	501.65	501.65	1705.62	341.12	426.4	300.99	Ipanema	Confirmada	HMP42TTZB3
21	Charmoso Apartamento no Leblon!	Airbnb	Espaço Inteiro	Pequeno	4	2023-07-23	2023-07-27	2023-07-30	3	2	0	0	2	1083.12	541.56	361.04	361.04	920.65	460.32	306.88	162.47	Leblon	Confirmada	HMQQWE22XB
22	Apê Ipanema à 600m da praia	Airbnb	Espaço Inteiro	Pequeno	22	2023-07-05	2023-07-27	2023-07-30	3	2	0	0	2	843.68	421.84	281.23	281.23	717.13	358.56	239.04	126.55	Ipanema	Confirmada	HM4WSD3CAM
23	Super Apê com Jacuzzi Ipanema	Airbnb	Espaço Inteiro	Grande	1	2023-07-25	2023-07-26	2023-07-27	1	4	0	0	4	570.06	142.515	570.06	570.06	484.55	121.14	484.55	85.51	Ipanema	Confirmada	HME8NKSYT4
24	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	1	2023-07-24	2023-07-25	2023-07-28	3	2	0	0	2	680.66	340.33	226.89	226.89	578.56	289.28	192.85	102.1	Ipanema	Confirmada	HMYX5S5HYA
25	Apê Amplo Ipanema 300 m da Praia	Airbnb	Espaço Inteiro	Grande	1	2023-07-23	2023-07-24	2023-07-26	2	6	0	0	6	801.24	133.54	400.62	400.62	681.05	113.51	340.52	120.19	Ipanema	Confirmada	HMQ9PSRN8B
26	Apartamento Leblon Vista Mar!	Airbnb	Espaço Inteiro	Pequeno	13	2023-07-10	2023-07-23	2023-07-28	5	2	0	0	2	2137.75	1068.875	427.55	427.55	1817.09	908.54	363.42	320.66	Leblon	Confirmada	HMSCPWYC8X
27	Super Apê com Jacuzzi Ipanema	Airbnb	Espaço Inteiro	Grande	14	2023-07-09	2023-07-23	2023-07-26	3	4	0	0	4	1368.14	342.035	456.05	456.05	1162.92	290.73	387.64	205.22	Ipanema	Confirmada	HMWFSEYEME
28	Charmoso Apartamento no Leblon!	Airbnb	Espaço Inteiro	Pequeno	6	2023-07-16	2023-07-22	2023-07-27	5	1	0	0	1	1653.16	1653.16	330.63	330.63	1405.19	1405.19	281.04	247.97	Leblon	Confirmada	HM9XZCDRFF
30	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	8	2023-07-13	2023-07-21	2023-07-25	4	2	0	0	2	1060.32	530.16	265.08	265.08	901.27	450.64	225.32	159.05	Ipanema	Confirmada	HMWZZXAH2B
31	Apartamento Leblon Vista Mar!	Airbnb	Espaço Inteiro	Pequeno	4	2023-07-17	2023-07-21	2023-07-23	2	1	0	0	1	855.09	855.09	427.54	427.54	726.83	726.83	363.42	128.26	Leblon	Confirmada	HMCEC8WYXD
33	Apê Amplo Ipanema 300 m da Praia	Airbnb	Espaço Inteiro	Grande	14	2023-07-06	2023-07-20	2023-07-24	4	5	0	0	5	2257.45	451.48999999999995	564.36	564.36	1918.83	383.77	479.71	338.62	Ipanema	Confirmada	HMTE8C2HXT
34	Stúdio Praia Leblon	Airbnb	Espaço Inteiro	Pequeno	15	2023-07-05	2023-07-20	2023-07-23	3	2	0	0	2	1368.14	684.07	456.05	456.05	1162.92	581.46	387.64	205.22	Leblon	Confirmada	HMWWZKF8PY
35	Super Apê com Jacuzzi Ipanema	Airbnb	Espaço Inteiro	Grande	24	2023-06-26	2023-07-20	2023-07-23	3	2	3	0	5	1641.78	328.356	547.26	547.26	1395.51	279.1	465.17	246.27	Ipanema	Confirmada	HMEDH3EB2X
36	Charmoso Apartamento no Leblon!	Airbnb	Espaço Inteiro	Pequeno	4	2023-07-16	2023-07-20	2023-07-22	2	2	0	0	2	684.07	342.035	342.04	342.04	581.46	290.73	290.73	102.61	Leblon	Confirmada	HMN8APTM58
37	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	0	2023-07-18	2023-07-18	2023-07-21	3	2	0	0	2	684.07	342.035	228.02	228.02	581.46	290.73	193.82	102.61	Ipanema	Confirmada	HMSA3S5T5S
38	Apê Ipanema à 600m da praia	Airbnb	Espaço Inteiro	Pequeno	17	2023-06-29	2023-07-16	2023-07-23	7	2	0	0	2	1981.53	990.765	283.08	283.08	1684.3	842.15	240.61	297.23	Ipanema	Confirmada	HMYFQ2DAYA
39	Charmoso Apartamento no Leblon!	Airbnb	Espaço Inteiro	Pequeno	0	2023-07-16	2023-07-16	2023-07-20	4	2	0	0	2	1368.14	684.07	342.04	342.04	1162.92	581.46	290.73	205.22	Leblon	Confirmada	HMWYMACT2M
41	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	1	2023-04-13	2023-04-14	2023-04-18	4	2	0	0	2	991.89	495.945	247.97	247.97	843.11	421.56	210.78	148.78	Ipanema	Confirmada	HMZEHHSK4R
42	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	3	2023-04-11	2023-04-14	2023-04-18	4	1	0	0	1	672.67	672.67	168.17	168.17	571.77	571.77	142.94	100.9	Ipanema	Confirmada	HMZHJX453C
43	Casa Cercada pela Natureza em Visconde de Mauá	Airbnb	Espaço Inteiro	Grande	1	2023-04-13	2023-04-14	2023-04-17	3	2	0	0	2	1368.14	684.07	456.05	456.05	1162.92	581.46	387.64	205.22	Visconde de Mauá	Confirmada	HM4NASBJ9J
45	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	2	2023-04-11	2023-04-13	2023-04-24	11	1	0	0	1	1341.92	1341.92	121.99	121.99	1140.63	1140.63	103.69	201.29	Ipanema	Confirmada	HM2DXQQNWB
46	Stúdio Praia Leblon	Airbnb	Espaço Inteiro	Pequeno	0	2023-04-13	2023-04-13	2023-04-16	3	1	0	0	1	1185.72	1185.72	395.24	395.24	1007.86	1007.86	335.95	177.86	Leblon	Confirmada	HMASDYQKSE
47	Ipanema à 350 m da Praia	Airbnb	Quarto	Quarto	0	2023-04-12	2023-04-12	2023-04-15	3	1	0	0	1	456.02	456.02	152.01	152.01	387.62	387.62	129.21	68.4	Ipanema	Confirmada	HMABFAWZT2
48	Apê Ipanema à 600m da praia	Airbnb	Espaço Inteiro	Pequeno	4	2023-04-07	2023-04-11	2023-04-18	7	2	0	0	2	1820.21	910.105	260.03	260.03	1547.18	773.59	221.03	273.03	Ipanema	Confirmada	HMQR922YX8
49	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	0	2023-04-09	2023-04-09	2023-04-12	3	1	0	0	1	684.07	684.07	228.02	228.02	581.46	581.46	193.82	102.61	Ipanema	Confirmada	HMX4JXF4KW
50	Quarto solteiro Ipanema	Airbnb	Quarto	Quarto	7	2023-04-01	2023-04-08	2023-05-07	29	1	0	0	1	2428.94	2428.94	83.76	83.76	2064.6	2064.6	71.19	364.34	Ipanema	Confirmada	HMB5ECYK4F
51	Apê Amplo em Ipanema 300 m da Praia	Airbnb	Espaço Inteiro	Grande	6	2023-04-02	2023-04-08	2023-04-13	5	5	0	0	5	2907.32	581.464	581.46	581.46	2471.22	494.24	494.24	436.1	Ipanema	Confirmada	HMTCQRS99N
53	Suíte em Ipanema 300m da praia	Airbnb	Quarto	Quarto	0	2023-04-07	2023-04-07	2023-04-12	5	2	0	0	2	969.09	484.545	193.82	193.82	823.73	411.86	164.75	145.36	Ipanema	Confirmada	HMRX55AAZR
54	Casa Cercada pela Natureza em Visconde de Mauá	Airbnb	Espaço Inteiro	Grande	9	2023-03-28	2023-04-06	2023-04-09	3	3	1	0	4	1539.16	384.79	513.05	513.05	1308.29	327.07	436.1	230.87	Visconde de Mauá	Confirmada	HMNRREYART
55	300 metros da praia em Ipanema.	Airbnb	Quarto	Quarto	1	2023-04-04	2023-04-05	2023-04-11	6	1	0	0	1	980.52	980.52	163.42	163.42	833.44	833.44	138.91	147.08	Ipanema	Confirmada	HMRN9QXCZT
57	Ipanema à 350 m da Praia	Airbnb	Quarto	Quarto	2	2023-04-02	2023-04-04	2023-04-10	6	1	0	0	1	798.11	798.11	133.02	133.02	678.39	678.39	113.06	119.72	Ipanema	Confirmada	HM8SWTTWD2
58	Quarto solteiro Ipanema	Airbnb	Quarto	Quarto	1	2023-04-03	2023-04-04	2023-04-08	4	1	0	0	1	442.36	442.36	110.59	110.59	376.01	376.01	94.0	66.35	Ipanema	Confirmada	HMYEFSRCQY
59	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	10	2023-03-24	2023-04-03	2023-04-09	6	1	0	0	1	1561.96	1561.96	260.33	260.33	1327.67	1327.67	221.28	234.29	Ipanema	Confirmada	HMZ4DATM2H
60	Apê Amplo em Ipanema 300 m da Praia	Airbnb	Espaço Inteiro	Grande	6	2023-03-28	2023-04-03	2023-04-08	5	1	0	0	1	68.41	68.41	13.68	13.68	58.15	58.15	11.63	10.26	Ipanema	Confirmada	HM4TM8SK59
61	Suíte em Ipanema 300m da praia	Airbnb	Quarto	Quarto	2	2023-03-30	2023-04-01	2023-04-04	3	2	0	0	2	581.46	290.73	193.82	193.82	494.24	247.12	164.75	87.22	Ipanema	Confirmada	HMH9DDSZZD
62	300 metros da praia em Ipanema.	Airbnb	Quarto	Quarto	0	2023-04-01	2023-04-01	2023-04-03	2	1	0	0	1	364.84	364.84	182.42	182.42	310.11	310.11	155.06	54.73	Ipanema	Confirmada	HMWP4MQ4RK
63	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	0	2023-04-01	2023-04-01	2023-04-03	2	1	0	0	1	399.06	399.06	199.53	199.53	339.2	339.2	169.6	59.86	Ipanema	Confirmada	HMDB34AZZX
64	Apê Ipanema à 600m da praia	Airbnb	Espaço Inteiro	Pequeno	7	2023-03-24	2023-03-31	2023-04-10	10	1	0	0	1	3271.56	3271.56	327.16	327.16	2780.83	2780.83	278.08	490.73	Ipanema	Confirmada	HMEZDWTZ33
65	Apartamento Leblon Vista Mar!	Airbnb	Espaço Inteiro	Pequeno	62	2023-01-28	2023-03-31	2023-04-08	8	2	0	1	3	3130.8	1043.6000000000001	391.35	391.35	2661.18	887.06	332.65	469.62	Leblon	Confirmada	HMBAM555ZN
66	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	9	2023-03-22	2023-03-31	2023-04-03	3	2	0	0	2	809.48	404.74	269.83	269.83	688.06	344.03	229.35	121.42	Ipanema	Confirmada	HM28F3ZFYJ
67	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	2	2023-03-28	2023-03-30	2023-04-02	3	1	0	0	1	399.05	399.05	133.02	133.02	339.19	339.19	113.06	59.86	Ipanema	Confirmada	HMYSBXXFA9
69	Apê Ipanema à 600m da praia	Airbnb	Espaço Inteiro	Pequeno	1	2023-03-26	2023-03-27	2023-03-31	4	1	0	0	1	1413.73	1413.73	353.43	353.43	1201.67	1201.67	300.42	212.06	Ipanema	Confirmada	HM5YAAY4M2
70	Ipanema à 350 m da Praia	Airbnb	Quarto	Quarto	5	2023-03-20	2023-03-25	2023-03-31	6	1	0	0	1	1190.28	1190.28	198.38	198.38	1011.74	1011.74	168.62	178.54	Ipanema	Confirmada	HMMY3JJF2Z
72	300 metros da praia em Ipanema.	Airbnb	Quarto	Quarto	1	2023-03-23	2023-03-24	2023-03-26	2	1	0	0	1	798.08	798.08	399.04	399.04	678.37	678.37	339.18	119.71	Ipanema	Confirmada	HMXP89HM4K
74	Apê Amplo em Ipanema 300 m da Praia	Airbnb	Espaço Inteiro	Grande	14	2023-03-09	2023-03-23	2023-03-28	5	5	0	0	5	3762.4	752.48	752.48	752.48	3198.04	639.61	639.61	564.36	Ipanema	Confirmada	HMH4X9SKNM
75	Suíte em Ipanema 300m da praia	Airbnb	Quarto	Quarto	17	2023-03-06	2023-03-23	2023-03-28	5	2	0	0	2	1083.14	541.57	216.63	216.63	920.67	460.34	184.13	162.47	Ipanema	Confirmada	HMP3SEHFMN
76	Apartamento Leblon Vista Mar!	Airbnb	Espaço Inteiro	Pequeno	59	2023-01-23	2023-03-23	2023-03-28	5	2	0	0	2	2394.26	1197.13	478.85	478.85	2035.12	1017.56	407.02	359.14	Leblon	Confirmada	HMCX8NMQJ5
77	Apê Ipanema à 600m da praia	Airbnb	Espaço Inteiro	Pequeno	25	2023-02-25	2023-03-22	2023-03-27	5	2	0	0	2	1767.19	883.595	353.44	353.44	1502.11	751.06	300.42	265.08	Ipanema	Confirmada	HMYWB35YYF
78	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	17	2023-03-04	2023-03-21	2023-03-29	8	2	0	0	2	2120.64	1060.32	265.08	265.08	1802.54	901.27	225.32	318.1	Ipanema	Confirmada	HMP4WXRWRD
80	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	3	2023-05-15	2023-05-18	2023-05-23	5	2	0	0	2	855.09	427.545	171.02	171.02	726.83	363.42	145.37	128.26	Ipanema	Confirmada	HMMD855BP3
81	Suíte em Ipanema 300m da praia	Airbnb	Quarto	Quarto	14	2023-05-02	2023-05-16	2023-05-23	7	2	0	0	2	1176.64	588.32	168.09	168.09	1000.14	500.07	142.88	176.5	Ipanema	Confirmada	HM8AHQC5B8
82	300 metros da praia em Ipanema.	Airbnb	Quarto	Quarto	2	2023-05-13	2023-05-15	2023-05-25	10	1	0	0	1	1254.13	1254.13	125.41	125.41	1066.01	1066.01	106.6	188.12	Ipanema	Confirmada	HMDP38E5Z3
83	Apartamento Leblon Vista Mar!	Airbnb	Espaço Inteiro	Pequeno	13	2023-05-01	2023-05-14	2023-05-23	9	2	0	0	2	3273.05	1636.525	363.67	363.67	2782.09	1391.04	309.12	490.96	Leblon	Confirmada	HM8XCNT9WS
84	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	1	2023-05-13	2023-05-14	2023-05-19	5	1	0	0	1	570.06	570.06	114.01	114.01	484.55	484.55	96.91	85.51	Ipanema	Confirmada	HMD8R8M8A5
85	300 metros da praia em Ipanema.	Airbnb	Quarto	Quarto	1	2023-05-12	2023-05-13	2023-05-15	2	1	0	0	1	342.04	342.04	171.02	171.02	290.73	290.73	145.36	51.31	Ipanema	Confirmada	HMY9MMZHWK
86	Apê Ipanema à 600m da praia	Airbnb	Espaço Inteiro	Pequeno	2	2023-05-10	2023-05-12	2023-05-27	15	1	0	0	1	3975.61	3975.61	265.04	265.04	3379.27	3379.27	225.28	596.34	Ipanema	Confirmada	HM59KSK8JC
88	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	3	2023-05-08	2023-05-11	2023-05-14	3	1	0	0	1	364.84	364.84	121.61	121.61	310.11	310.11	103.37	54.73	Ipanema	Confirmada	HMEJBCSNC5
89	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	0	2023-05-10	2023-05-10	2023-05-12	2	1	0	0	1	421.85	421.85	210.92	210.92	358.57	358.57	179.28	63.28	Ipanema	Confirmada	HMPN5J8N9T
90	Quarto solteiro Ipanema	Airbnb	Quarto	Quarto	2	2023-05-05	2023-05-07	2023-05-19	12	1	0	0	1	1308.39	1308.39	109.03	109.03	1112.13	1112.13	92.68	196.26	Ipanema	Confirmada	HMMDCPMWWB
91	Suíte em Ipanema 300m da praia	Airbnb	Quarto	Quarto	3	2023-05-04	2023-05-07	2023-05-12	5	2	0	0	2	855.11	427.555	171.02	171.02	726.84	363.42	145.37	128.27	Ipanema	Confirmada	HMCWFFCZXX
92	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	1	2023-05-04	2023-05-05	2023-05-12	7	1	1	0	2	1368.15	684.075	195.45	195.45	1162.93	581.46	166.13	205.22	Ipanema	Confirmada	HMQ9QKWD9N
93	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	0	2023-05-05	2023-05-05	2023-05-09	4	1	0	0	1	672.65	672.65	168.16	168.16	571.75	571.75	142.94	100.9	Ipanema	Confirmada	HMBKSSMDDT
94	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	1	2023-05-04	2023-05-05	2023-05-09	4	1	0	0	1	513.06	513.06	128.26	128.26	436.1	436.1	109.02	76.96	Ipanema	Confirmada	HMY25WRDJQ
96	Stúdio Praia Leblon	Airbnb	Espaço Inteiro	Pequeno	0	2023-05-04	2023-05-04	2023-05-07	3	2	0	0	2	1083.12	541.56	361.04	361.04	920.65	460.32	306.88	162.47	Leblon	Confirmada	HMQP42WWWT
97	Apartamento Leblon Vista Mar!	Airbnb	Espaço Inteiro	Pequeno	14	2023-04-16	2023-04-30	2023-05-14	14	1	0	0	1	4756.73	4756.73	339.77	339.77	4043.22	4043.22	288.8	713.51	Leblon	Confirmada	HMYY9HTYYD
98	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	1	2023-04-29	2023-04-30	2023-05-05	5	2	0	0	2	1140.14	570.07	228.03	228.03	969.12	484.56	193.82	171.02	Ipanema	Confirmada	HMDSNYF5BK
99	Stúdio Praia Leblon	Airbnb	Espaço Inteiro	Pequeno	16	2023-04-12	2023-04-28	2023-05-01	3	2	0	0	2	1267.81	633.905	422.6	422.6	1077.64	538.82	359.21	190.17	Leblon	Confirmada	HMHPHFKADD
101	Suíte em Ipanema 300m da praia	Airbnb	Quarto	Quarto	0	2023-04-27	2023-04-27	2023-05-01	4	2	0	0	2	1048.92	524.46	262.23	262.23	891.58	445.79	222.9	157.34	Ipanema	Confirmada	HMFWFB9QE5
102	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	4	2023-04-23	2023-04-27	2023-04-30	3	1	0	0	1	923.49	923.49	307.83	307.83	784.97	784.97	261.66	138.52	Ipanema	Confirmada	HM33PMTXRB
103	Ipanema à 350 m da Praia	Airbnb	Quarto	Quarto	2	2023-04-24	2023-04-26	2023-05-23	27	1	0	0	1	62.71	62.71	2.32	2.32	53.3	53.3	1.97	9.41	Ipanema	Confirmada	HMTN2SKEDX
104	Apê Amplo em Ipanema 300 m da Praia	Airbnb	Espaço Inteiro	Grande	10	2023-04-16	2023-04-26	2023-05-02	6	4	0	0	4	4104.42	1026.105	684.07	684.07	3488.76	872.19	581.46	615.66	Ipanema	Confirmada	HMY9H8495H
105	Apartamento Leblon Vista Mar!	Airbnb	Espaço Inteiro	Pequeno	52	2023-03-05	2023-04-26	2023-04-30	4	2	0	0	2	2314.45	1157.225	578.61	578.61	1967.28	983.64	491.82	347.17	Leblon	Confirmada	HM2M5JNECJ
106	Stúdio Praia Leblon	Airbnb	Espaço Inteiro	Pequeno	1	2023-04-22	2023-04-23	2023-04-27	4	2	0	0	2	1368.13	684.065	342.03	342.03	1162.91	581.46	290.73	205.22	Leblon	Confirmada	HM2F5NZKQW
107	300 metros da praia em Ipanema.	Airbnb	Quarto	Quarto	2	2023-04-19	2023-04-21	2023-05-09	18	1	0	0	1	2675.89	2675.89	148.66	148.66	2274.51	2274.51	126.36	401.38	Ipanema	Confirmada	HMFZAE2MR4
108	Apê Ipanema à 600m da praia	Airbnb	Espaço Inteiro	Pequeno	12	2023-04-09	2023-04-21	2023-04-28	7	2	0	0	2	2188.46	1094.23	312.64	312.64	1860.19	930.1	265.74	328.27	Ipanema	Confirmada	HMBWDAMXXZ
109	Casa Cercada pela Natureza em Visconde de Mauá	Airbnb	Espaço Inteiro	Grande	15	2023-04-06	2023-04-21	2023-04-24	3	1	0	0	1	62.71	62.71	20.9	20.9	53.3	53.3	17.77	9.41	Visconde de Mauá	Confirmada	HM85TY293T
110	Ipanema à 350 m da Praia	Airbnb	Quarto	Quarto	2	2023-04-18	2023-04-20	2023-04-26	6	1	0	0	1	866.49	866.49	144.42	144.42	736.52	736.52	122.75	129.97	Ipanema	Confirmada	HMEQFNNYSN
111	Apartamento Leblon Vista Mar!	Airbnb	Espaço Inteiro	Pequeno	12	2023-04-08	2023-04-20	2023-04-24	4	2	0	0	2	1744.39	872.195	436.1	436.1	1482.73	741.36	370.68	261.66	Leblon	Confirmada	HM2QYSMQ32
112	Stúdio Praia Leblon	Airbnb	Espaço Inteiro	Pequeno	8	2023-04-12	2023-04-20	2023-04-23	3	2	0	0	2	1267.81	633.905	422.6	422.6	1077.64	538.82	359.21	190.17	Leblon	Confirmada	HMECCTQXB4
113	"Copanema linda kitnet
300 m da praia e Arpoador"	Airbnb	Espaço Inteiro	Pequeno	8	2023-04-12	2023-04-20	2023-04-23	3	2	0	0	2	946.27	473.135	315.42	315.42	804.33	402.16	268.11	141.94	Ipanema	Confirmada	HMWCDWQXJ9
114	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	0	2023-04-19	2023-04-19	2023-04-22	3	1	0	0	1	636.19	636.19	212.06	212.06	540.76	540.76	180.25	95.43	Ipanema	Confirmada	HMC9SBXBMW
116	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	3	2023-04-14	2023-04-17	2023-04-24	7	1	0	0	1	1064.19	1064.19	152.03	152.03	904.56	904.56	129.22	159.63	Ipanema	Confirmada	HMHNR5DCQ8
117	Suíte em Ipanema 300m da praia	Airbnb	Quarto	Quarto	9	2023-04-08	2023-04-17	2023-04-23	6	2	0	0	2	1385.25	692.625	230.88	230.88	1177.46	588.73	196.24	207.79	Ipanema	Confirmada	HMBB3HCBFP
118	Ipanema à 350 m da Praia	Airbnb	Quarto	Quarto	0	2023-04-17	2023-04-17	2023-04-20	3	1	0	0	1	490.25	490.25	163.42	163.42	416.71	416.71	138.9	73.54	Ipanema	Confirmada	HMMR93R4SJ
119	Ipanema à 300 m da Praia	Airbnb	Quarto	Quarto	0	2023-04-15	2023-04-15	2023-04-23	8	1	0	0	1	1136.72	1136.72	142.09	142.09	966.21	966.21	120.78	170.51	Ipanema	Confirmada	HM9AD8RKZ9
120	Ipanema Studio 300 m da praia	Airbnb	Espaço Inteiro	Pequeno	1	2023-09-09	2023-09-10	2023-09-15	5	2	0	0	2	1239.15	619.575	247.83	247.83	1053.28	526.64	210.66	185.87	Ipanema	Confirmada	HMY2XBQKQ9
